id,title,manufacturer,price,description
b000f8gxg2,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,0,the computrace lojack for laptops computer tracking and loss control solution by absolute software inc. comprised of absolute s secure paten
b00006ht1c,lotus dev. mqseries link for r/3-v1.2 cd sol ( 04l1671 ),lotus development corp,0,
b000a6jrwq,cisco ios enterprise services - complete package ( cd28-esk9= ),cisco systems - enterprise,0,cisco ios software is the world's leading network infrastructure software delivering a seamless integration of technology innovation busines
b0007zgxy0,nortel contivity stateful firewall license - standard - 1 switch,nortel,0,license - - 1 switch(es) - standard - english
b000cemp0m,hp data protector exp bu svr cmp upgrade ltu,hewlett packard,0,
b000b5ue6y,crystal reports 11 professional full product french,business objects,909.66,- marketing information: crystal reports the worldandquot;s leading reporting tool gives you a powerful flexible and open environment to wor
b000az841m,wasp bar code - wasp bar code labeler - complete package - 3 users - std - cd -,wasp technologies,0,
b000e99ud0,ibm rational clearcase lt - ( v. 6.0.0 ) - media - vol - passport passport adva,ibm,0,
b000gaoxgg,upgrade terminal emulation software 2006 with media 1u,esker,0,a unique approach to host access and host access management enables unparalleled breadth of connectivity - along with multilingual support. 
b00002jvfk,microsoft entertainment pack ce,microsoft,49.5,- marketing information: the microsoft entertainment pack for windows ce includes ten games that you can play against your computer or again
b000ju9nay,diskeeper 2007 pro premier 10-lic pack,diskeeper corporation,1372.21,- marketing information: diskeeper pro premier provides unparalleled peak performance for power users and high powered workstation computing
b000205mvk,netmanage rumba web as/400 edition ( 910523-002 ),netmanage,0,
b0002t867s,watchguard 1yr subs firebox x5 webblocker ( wg017196 ),watchguard technologies inc,159.9,model- wg017196 vendor- watchguard features- firebox x5 1 year webblocker subscription
b00008avaa,netmanage rumba web to host as400 ed v4.2 ( 910623-000 ),netmanage,0,rumba web-to-host lets you cost-effectively leverage important assets on your legacy host systems literally within minutes. through a single
b000ndibaa,adobe illustrator cs3 upgrade from freehand [mac],adobe,199,note: this is the upgrade from freehand version of adobe illustrator cs3. adobe illustrator cs3 upgrade software allows you to efficiently c
b00006l3us,cisco syst. minor release:requires existing ( cww-6.1-win-mr ),cisco systems - enterprise,0,
b00014tct0,microsoft upg win small business svr cal ( t74-01215 ),microsoft corporation,330.14,microsoft windows small business server cal 2003 english version upgrade microsoft license pack cd 5 client add pak user cal
b000fbgav2,ca brightstor arcserve backup r11.1 for netware upgrade from arcserve 7 for netware,computer associates,0,arcserve bkup r11.1 nw upg-v sp1- prod only
b000az16r6,mobileinventory additional mobile license,wasp technologies,0,mobileinventory 1550 add on kit includes spt1550 & addl mobile lic
b000059s6t,watchguard license wg vpn upgrade from 4 to 10 (wg4110),watchguard license,2098.55,watchguard vpn manager provides centralized management and monitoring tools for larger organizations with multiple fireboxes. this single ap
b000fico2o,pinnacle studio plus titanium edition v10.5,pinnacle,69.99,with studio plus titanium you'll have a complete library of video tools to make any home video and audio footage into a sharp professional-q
b000exu6cu,symantec client security 3.1 with groupware protection business pack 50 user,symantec,3732,- marketing information: symantec client security with groupware protection proactively protects your business from viruses spyware hackers 
b000205lzm,netmanage rumba web as/400 edition ( 910584-001 ),netmanage,0,
b0001wn1ee,microsoft powerpoint 2004 (mac),microsoft,229.99,powerpoint 2004 offers you the powerful advanced new tools needed for fantastic presentations. whether it's for business academic or persona
b000bufcn4,refviz v2 mac single user,isi researchsoft,299.95,refviz v2 mac single user
b000cabe44,e frontier manga studio debut 3.0 (single user),curious labs inc.,49.99,manga studio 3.0 debut gives you the power and flexibility to create top quality manga and comic art. design your comic with precision and f
b0006g2z7e,microsoft licenses win svr 2003 device cal l/sa (r1800144),microsoft licenses,74.59,manufacturer warranty:andnbsp;andnbsp;90 days
b000ik9s00,vcomm system suite professional 7,avanquest,49.95,systemsuite professional 7 is a comprehensive collection of essential pc utilities designed to maintain and protect your pc to keep it runni
b000fbgae4,ca arcserve bkup r11.5 win svrless bkup opt sp1- prod only,computer associates,0,arcserve bkup r11.5 win svrless bkup opt sp1- prod only
b000jqv8t2,red hat enterprise linux ws - ( v. 4 update 4 ) - license - 1 workstation ( rl296aa ),hewlett packard,0,red hat enterprise linux ws is the technical and design workstation partner for enterprise linux as and enterprise linux es. it is ideal for
b000icpcxa,printshop home & office labels,broderbund,19.95,design label and organize like a pro! product information imagine always having the perfect label right at your fingertips! from mailing lab
b000j54pac,photo explosion deluxe 3.0,nova development,49.99,photo explosion® deluxe 3.0 delivers powerful photo editing features spectacular special effects and professional-quality photo projects - a
b00083xtiy,ntrack anti-theft by synet electronics,global marketing partners,0,ntracker anti-theft by synet electronics win 98 me 2k xp
b000h27swy,pdf converter professional v4 - english,nuance communications inc.,99.99,scansoft pdf converter give syou everything you need to create convert and edit your own pdf files. its security and editing features make c
b000f7ev1w,readiris pro 11,global marketing partners,129.99,readiris pro 11 is one of the most powerful and accurate ocr solutions designed for home and professional users. when you need to convert an
b0002tpg1w,persoft upg smarterm office v12.1 ( 73098 ),persoft,0,smarterm pc-to-host connectivity software has always delivered precise terminal emulation and high- performance access to data and applicati
b000ayznhg,ca brightstor arcserve backup r11.5 for enterprise option for advantage ingres for,computer associates,0,arcserve bkup 11.5 linux ent opt adv ingr prod only
b000hlt5j4,designcad v 17,imsi,29.95,designcad v17 2d computer aided design
b0000swrmq,lotus dev. ws bus int monitor v4.2.4-multi plat mp eng ( af04mna ),lotus development corp,0,ibm websphere business integration monitor displays real-time data from events created by ibm websphere mq workflow to allow decisive busine
b00006ijx1,left behind: ilumina edition,tyndale house,29.99,
b00032q1hq,lotus dev. ibm db2 net search extender - ( v. 8.2 ) - media ( bb0kyna ),lotus development corp,0,
b000jgf410,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46,model- ms-cd19382wi vendor- microsoft corporation features- microsoft money premium 2007- cd mini box microsoft money 2007 premium brings al
b000bawkpm,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft,5479,today's software systems comprise numerous distributed services spanning platforms protocols programming languages and even geographies. suc
b000hcl5sm,dora the explorer: dora's world adventures,activision,19.99,
b0006g2tys,microsoft licenses isa server lic/sa olp c (e8400294),microsoft licenses,3210.4,model-e8400294 vendor- microsoft corporation features- isa server lic/sa olp c microsoft isa server license/software assurance pack. open li
b000300guq,netmanage onweb web-to-host - ( v. 5.1 ) - upgrade license ( 910443-004 ),netmanage,0,
b0000cg4ah,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,0,sbs cal 03 20 clt adpk devi
b000fqvxfk,scansoft paperport 11 - 5 user license,nuance communications inc.,474.99,brand new full retail box
b000e8jl80,adobe after effects professional 7.0,adobe,999,adobe after effects 7.0 win pb software sets new standards for motion graphics and visual effects.
b000bta4kg,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929,model- ms-cd08016wi vendor- microsoft corporation features- microsoft dynamics crm 3.0 sb edition- 20 license pack user cal this edition is 
b000ar96bw,stompsoft registry repair,stompsoft inc.,29.99,registry repair cleans repairs and optimizes your windows registry - and keeps your machine in excellent working condition. take care of the
b000b7pkio,filemaker mobile 8 for palm os and pocket pc,filemaker,69,filemaker mobile 8 is the perfect companion to your desktop version of filemaker providing instant access to the information you need when y
